19519	197	3960	124	16112	376	-34	37
19619	198	4736	136	15352	367	-8	47
19719	199	4180	-308	15720	403	120	335
19818	200	4004	-472	15640	277	137	-184
19917	201	3036	-528	15936	195	51	-529
20017	202	3496	-208	15656	165	-149	-970
20116	203	1724	104	14648	609	-140	459
20215	204	3424	-604	15088	582	-31	863
20315	205	3748	-140	15880	407	84	248
20415	206	4104	300	15812	310	31	-154
20514	207	4444	424	15904	313	60	17
20614	208	4164	76	15820	296	117	-59
20713	209	3980	100	15816	250	67	-319
20812	210	4000	20	15628	324	-13	-127
20912	211	2804	1936	15304	444	15	240
21011	212	4016	208	15652	337	62	83
21110	213	4504	336	15640	286	33	-211
21211	214	4172	-84	15704	357	51	76
21310	215	4076	92	15652	315	35	-122
21409	216	4304	12	15616	308	26	-32
21509	217	4008	-456	15916	305	28	-33
21608	218	4156	232	15672	322	4	-100
21707	219	4240	40	15892	338	53	-46
21807	220	4116	-32	16040	317	43	-93
21906	221	3976	72	15760	330	49	-38
22006	222	4196	212	15788	326	60	-26
22106	223	4488	428	15708	334	108	24
22205	224	3676	76	15936	215	112	-418
22304	225	4096	340	15796	225	6	-554
22404	226	5020	496	15588	426	50	343
22503	227	3760	-376	15880	524	257	1013
22602	228	3100	-528	16284	178	115	-453
22702	229	4544	820	15624	103	-79	-1092
22802	230	5192	792	15408	418	41	337
22901	231	236	-3288	18572	565	300	1035
23001	232	3708	388	15664	196	-130	-623
23100	233	4588	356	15392	327	-11	-58
23199	234	2784	-916	15524	430	172	436
23299	235	3804	-432	15656	240	-4	-370
23398	236	4332	28	15084	287	16	-131
23498	237	4316	164	15772	393	77	188
23598	238	4672	-572	15760	319	36	-45
23697	239	3924	800	15828	303	-19	-167
23796	240	4112	-156	15676	358	-43	-25
23896	241	3580	132	15900	343	-73	-182
23995	242	4468	1248	15720	457	-92	188
24094	243	3668	200	15824	471	18	473
24194	244	3948	-48	16180	323	32	-81
24294	245	4344	824	15648	332	138	108
24393	246	3616	640	16464	225	148	-221
24493	247	4024	348	15380	188	-15	-629
24592	248	4468	760	15668	437	75	309
24691	249	3832	-256	15824	404	165	446
24791	250	4312	436	15868	230	133	-398
24890	251	4768	132	15428	365	151	120
24989	252	3412	788	16088	193	67	-442
25090	253	3688	232	16196	253	-3	-491
25189	254	4364	1392	16140	333	-85	-237
25288	255	4220	-240	15660	484	-24	617
25388	256	4064	-1240	15432	339	-23	-71
25487	257	3424	-228	15448	496	-24	328
25586	258	3776	1220	16180	566	238	907
25686	259	3220	300	15984	247	97	-234
25785	260	4316	816	15548	158	-80	-742
25885	261	4008	112	15724	370	-27	52
25985	262	5072	560	15332	348	-16	-16
26084	263	3652	-92	15960	359	49	71
26183	264	3044	660	15764	319	2	-82
26283	265	3860	-660	15952	308	22	-64
26382	266	4292	356	15844	314	75	-8
26481	267	3304	-572	16000	265	89	-170
26582	268	3548	-1132	15868	290	-2	-247
26681	269	3268	-172	16072	342	106	24
26780	270	5240	560	15328	271	-34	-340
26880	271	4096	-168	16152	396	86	232
26979	272	3508	-192	15928	319	35	-148
27078	273	3620	-328	15872	306	37	-60
27177	274	3796	412	15740	345	47	-50
27277	275	4464	572	15716	340	78	16
27377	276	4148	-44	15672	376	233	418
27476	277	3436	-172	15916	253	236	-118
27576	278	4136	152	15960	52	-6	-1254
27675	279	4316	176	15704	177	-117	-766
27774	280	3444	-376	16188	423	-100	160
27874	281	3788	-580	15896	581	5	967
27973	282	4308	-556	15760	461	4	404
28072	283	4320	116	15472	321	25	-63
28173	284	4212	580	15784	322	50	-94
28272	285	4092	180	15604	335	43	-38
28371	286	4684	208	15500	331	31	-89
28471	287	5516	-1052	17544	324	72	-146
28570	288	3632	-1080	16580	347	42	132
28669	289	3808	-324	15768	308	14	-156
28769	290	4496	-464	15676	315	45	-115
28868	291	3856	-60	16028	349	77	34
28968	292	5812	2016	15024	254	-30	-415
29068	293	4424	412	15832	343	79	79
29167	294	4884	8	15620	368	61	110
29266	295	4256	-1152	15928	372	184	296
29366	296	4188	216	15688	235	102	-407
29465	297	4192	72	15528	327	142	109
29564	298	2028	-1556	16804	271	188	-180
29665	299	3576	1120	15480	109	11	-856
29764	300	3512	-524	15840	312	60	-49
29863	301	3648	944	15680	323	7	-156
29963	302	3996	220	15680	382	-25	96
30062	303	4132	292	15852	329	5	70
30161	304	4484	252	15652	328	47	-48
30261	305	4468	292	15628	344	126	136
30361	306	4632	800	15384	203	85	-450
30460	307	5136	-268	15516	217	2	-470
30560	308	4380	192	15776	436	90	243
30659	309	3568	216	15832	377	92	139
30758	310	4036	384	15612	298	35	-118
30858	311	4192	708	15840	294	52	-1
30957	312	3068	-564	16304	323	78	-68
31057	313	3084	-1548	16324	298	43	-41
31157	314	5436	588	15364	324	-9	-171
31256	315	5016	-272	15808	337	30	-7
31355	316	4200	80	15772	382	53	22
31455	317	3924	152	15788	315	69	-40
31554	318	3976	-48	15760	332	47	-48
31653	319	4008	68	15248	329	43	-58
31754	320	4216	536	15768	309	41	-65
31853	321	4152	204	15720	341	48	-30
31952	322	3648	908	15700	301	35	-98
32052	323	3116	-1268	15744	270	-56	-428
32151	324	5132	-528	15704	294	-67	-298
32250	325	4668	60	15808	531	76	797
32350	326	4368	500	15604	460	104	292
32450	327	4068	1368	15416	283	69	-91
32549	328	4088	388	15828	322	123	-8
32649	329	2712	-824	15836	290	160	-62
32748	330	4236	204	15544	130	-67	-900
32847	331	3852	-1348	15512	332	47	-7
32947	332	4164	-304	16000	335	55	-51
33046	333	4568	380	15748	327	28	-28
33146	334	4048	484	16196	257	12	-294
33246	335	4832	1120	15328	357	-106	-107
33345	336	3520	-716	15784	655	161	1256
33444	337	4012	-24	15600	339	83	5
33544	338	4896	-540	15784	331	86	66
33643	339	4676	60	16152	234	112	-292
33742	340	4760	1176	15488	262	31	-322
33843	341	4020	1224	15292	312	67	-241
33942	342	4152	1516	15764	281	91	-135
34041	343	4960	108	15416	327	-6	36
34141	344	4384	-356	15952	394	109	141
34240	345	4144	52	15580	324	60	-57
34339	346	3780	-220	14676	253	-178	-135
34440	347	4392	144	15344	349	110	10
34539	348	3740	512	15804	418	267	-49
34638	349	3640	500	15940	272	31	-43
34738	350	4024	4	15720	228	-144	-73
34837	351	4204	-52	15676	320	41	-80
34936	352	3528	-64	16052	421	236	-37
35036	353	4096	396	15872	362	108	-49
35135	354	4256	496	15424	131	-269	-222
35235	355	5588	440	14932	430	103	-79
35335	356	3328	1200	15468	484	231	66
35434	357	5400	-300	21064	161	-204	-491
35533	358	5772	1416	15108	341	177	343
35633	359	3984	-168	15996	383	121	219
35732	360	3656	-192	16048	305	-2	-155
35832	361	4036	384	15292	328	6	-78
35932	362	3988	312	15692	318	39	-77
36031	363	4188	48	15712	329	39	-32
36130	364	3984	-72	15884	325	43	-71
36230	365	4128	88	15740	324	38	-79
36329	366	4000	132	15868	322	43	-58
36428	367	4116	92	15784	328	44	-44
36529	368	4072	112	15796	330	55	-67
36628	369	4064	112	15792	322	48	-58
36727	370	4072	104	15864	324	49	-50
36827	371	4120	64	15684	331	44	-67
36926	372	4124	36	15752	332	41	-66
37025	373	4112	36	15740	321	44	-61
37125	374	4144	24	15720	321	38	-63
37225	375	4096	120	15804	334	52	-61
37324	376	4052	76	15732	320	50	-65
37424	377	4092	64	15872	328	43	-60
37523	378	4060	44	15840	327	39	-64
37622	379	4124	72	15816	326	49	-67
37722	380	4100	112	15900	323	38	-55
37821	381	4048	80	15848	328	44	-58
37921	382	4084	108	15756	324	39	-56
38021	383	4088	60	15844	325	45	-56
38120	384	4104	44	15760	338	46	-53
38219	385	4088	-16	15752	332	44	-59
38319	386	4112	72	15848	340	42	-59
38418	387	4116	80	15788	325	51	-57
38517	388	4056	96	15720	348	46	-69
38617	389	4120	-116	15856	320	48	-63
38716	390	4080	-36	15752	325	32	-63
38816	391	4060	100	15760	335	38	-56
38916	392	4152	136	15764	322	40	-58
39015	393	4088	108	15900	324	46	-61
39114	394	3564	516	14748	287	1	-255
39214	395	4636	-176	15228	343	-97	-41
39313	396	4780	-572	15580	369	-93	-13
39412	397	4312	4	15952	340	-49	-26
39512	398	4488	272	15656	362	2	22
f
39612	399	4072	356	15868	352	67	49
. 0
39711	400	2876	3192	16620	313	-98	-195
39811	401	3264	148	16772	323	-43	-150
39910	402	11144	-6084	25796	423	187	104
40009	403	3360	1624	14268	737	354	-197
40109	404	3816	240	15220	283	-98	-54
40208	405	6868	1780	19736	292	67	-294
40307	406	3644	956	14792	308	-8	401
40407	407	4160	368	15844	308	147	-69
40507	408	6712	1384	17428	200	110	-310
40606	409	3960	236	15528	351	103	-1
40706	410	4008	796	15388	287	86	-34
40805	411	4716	1040	15068	220	97	-384
40904	412	4076	180	15664	293	14	-199
41004	413	4056	0	15872	363	54	50
41103	414	3904	-236	15700	321	37	-96
f
41202	415	4052	-2192	13416	331	-38	14
. 0
41303	416	4412	-228	15912	382	20	20
41402	417	3816	-492	15796	341	88	-22
41501	418	5276	420	15668	323	32	-91
41601	419	4332	-148	15820	330	36	-34
41700	420	3620	-452	15872	261	2	-103
41799	421	4440	60	15920	352	12	-59
41899	422	3900	-236	16100	388	40	140
f
41998	423	3752	-168	16052	287	-13	-272
. 0
42098	424	5056	-280	15684	409	53	257
42198	425	2548	-968	14996	361	176	209
42297	426	3488	5136	14160	305	142	-870
42396	427	2112	-344	16596	368	112	269
42496	428	3940	56	16032	268	-16	-379
42595	429	4568	-104	17016	359	-56	-235
42694	430	3844	380	16044	449	-77	110
42793	431	6000	896	14892	396	-127	83
42894	432	5628	652	16812	501	12	569
f
42993	433	4156	-492	15616	284	-20	76
. 0
43092	434	4176	-260	16040	342	55	-171
43192	435	4336	352	15376	323	19	-61
43291	436	4020	276	15492	346	79	29
43390	437	4228	312	15760	302	45	-196
43490	438	4588	-348	15320	325	49	53
43589	439	4304	996	15460	301	69	-123
43689	440	4412	-552	16104	356	87	7
43789	441	3856	-156	15808	336	78	26
43888	442	4300	156	15344	272	105	-184
43987	443	4560	1752	15200	252	125	154
44087	444	3212	308	16668	414	381	340
44186	445	3888	60	15536	172	36	-559
44285	446	3944	-68	16116	170	-19	-647
44385	447	3892	144	15736	321	-123	-406
44484	448	6788	1892	15012	451	-300	125
f
44583	449	4352	-876	16140	672	280	1520
> 10
> 10
44684	450	3752	-248	15880	404	110	252
44783	451	3936	244	15808	241	25	-402
44882	452	3924	100	16012	314	-66	-209
44982	453	4244	-212	15692	567	50	833
45081	454	4404	256	15728	470	163	533
45180	455	4368	-204	15872	317	263	103
45280	456	5124	-636	15952	35	82	-1062
45379	457	3796	888	15664	86	-97	-1147
45479	458	4348	-180	15740	377	-63	7
45579	459	4200	56	15688	454	-35	344
f
45678	460	4760	256	15524	454	-9	366
> 10
> 10
45776	461	4148	52	15824	447	100	449
45876	462	4392	-216	16272	328	100	53
45975	463	4224	204	15668	287	123	-116
46074	464	4148	248	15764	288	169	-28
46174	465	2224	-804	16768	233	196	-274
46273	466	4252	28	15852	117	-86	-958
46373	467	4200	436	15736	383	-34	85
46473	468	4236	-112	15796	423	2	278
46572	469	4232	20	15800	396	22	137
46671	470	4212	208	15696	322	77	-61
46771	471	4232	60	15800	314	104	-57
46870	472	4260	72	15756	309	129	-52
46969	473	3536	612	16048	225	87	-394
47069	474	4268	76	16068	229	-29	-488
47168	475	4208	12	15680	443	3	319
47267	476	4164	304	15740	435	45	289
47368	477	4220	-88	15624	337	82	37
f
47467	478	4164	152	15748	300	114	-92
> 20
> 20
47566	479	4324	8	15832	229	58	-430
47666	480	4132	316	15740	316	-4	-151
47765	481	4240	20	15704	415	26	256
47864	482	4220	-4	15728	373	70	134
47964	483	3104	-492	16280	295	108	-127
48063	484	4100	8	15772	253	-4	-391
48162	485	4212	44	15620	387	34	113
f
48263	486	4180	12	15708	369	69	96
> 20
48362	487	4036	244	15840	254	49	-289
48461	488	4124	184	15720	341	26	-13
48561	489	4164	4	15736	357	52	106
48660	490	4124	216	15824	276	45	-231
48759	491	4236	108	15684	365	56	109
48859	492	4160	136	15728	311	56	-127
48958	493	4160	16	15736	357	52	46
49057	4f
94	4140	200	15896	317	51	-110
> 30
> 30
49158	495	4072	-4	15876	333	47	-26
49257	496	4016	160	15844	334	41	-61
49356	497	4084	80	15792	325	58	-61
49456	498	4012	120	15724	319	42	-73
49555	499	4084	112	15800	331	41	-69
49654	500	4016	136	15672	322	42	-52
49754	501	4068	4	15912	329	48	-69
f
49853	502	4096	88	15704	319	36	-52
> 30
49951	503	4052	64	15700	320	44	-63
50052	504	4076	96	15752	323	50	-64
50151	505	4184	-20	15784	325	29	-49
50250	506	4004	208	15636	317	49	-72
50350	507	4168	24	15840	335	38	-65
50449	508	4172	-272	15768	331	43	-60
50548	509	4080	224	15724	335	52	-62
50648	510	4128	156	15760	325	49	-59
50747	511	4076	-40	15756	321	54	-59
50846	512	4044	180	15836	321	58	-63
f
50946	513	4000	128	15844	330	39	-52
> 40
> 40
51046	514	4044	28	15736	325	38	-56
51145	515	4080	180	15808	326	39	-66
51245	516	4084	128	15936	315	42	-58
51344	517	4088	100	15820	335	41	-55
51443	518	4076	92	15876	325	46	-55
51543	519	4044	56	15776	343	44	-54
51642	520	4076	80	15832	329	47	-63
51741	521	4076	112	15820	316	44	-63
51841	522	4072	68	15856	322	66	-67
51940	523	4068	80	15748	322	49	-57
52039	524	4084	108	15772	304	68	-61
52140	525	4064	56	15824	326	53	-61
52239	526	4020	132	15760	322	42	-72
52338	527	4056	108	15792	320	57	-60
52438	528	40f
96	40	15872	325	51	-57
> 50
> 50
52537	529	4120	84	15640	335	46	-63
52636	530	4020	76	15848	324	43	-59
52736	531	4024	132	15784	321	40	-60
52835	532	4096	100	15840	333	43	-63
52934	533	4068	68	15796	328	54	-61
53035	534	4044	44	15716	330	39	-64
53134	535	4076	112	15720	326	42	-60
53233	536	4104	96	15744	318	49	-50
53332	537	4032	72	15812	332	50	-57
53432	538	4088	164	15740	335	48	-59
53531	539	3992	52	15784	331	34	-47
53630	540	4088	72	15776	324	53	-64
53730	541	4060	88	15916	330	63	-59
53830	542	4056	84	15816	330	38	-62
f
53929	543	4092	104	15788	320	38	-57
> 50
54029	544	4148	76	15724	326	31	-63
54128	545	4100	88	15820	333	46	-61
54227	546	4092	108	15816	326	41	-63
54327	547	4088	100	15768	329	41	-57
54426	548	4004	44	15752	322	44	-60
54525	549	4084	160	15804	331	32	-60
54626	550	4064	84	15796	319	55	-53
54725	551	4004	108	15788	319	41	-57
54824	552	4092	80	15816	324	39	-61
54924	553	4136	148	15784	330	35	-63
55023	554	4072	96	15852	326	57	-58
55122	555	4044	144	15672	327	42	-53
55222	556	4064	112	15756	332	47	-68
55321	557	4128	0	15820	320	36	-61
55421	558	4120	120	15728	337	47	-58
55521	559	3944	124	15844	317	42	-54
55620	560	4112	44	15880	322	42	-57
55719	561	4064	128	15816	331	43	-54
f
55819	562	4064	80	15788	323	65	-63
> 50
> 50
55917	563	4092	156	15748	329	42	-67
56016	564	4032	124	15832	329	44	-52
56117	565	4068	92	15860	327	40	-56
56216	566	4092	76	15784	330	36	-58
56315	567	4136	64	15764	325	43	-60
56415	568	4116	28	15748	332	46	-58
56514	569	4060	128	15776	334	50	-64
56613	570	4024	52	15708	329	45	-55
56713	571	4112	160	15824	314	38	-56
56812	572	4076	80	15836	322	24	-60
56912	573	4092	92	15640	327	39	-50
57012	574	4096	196	15756	328	33	-61
57111	575	4080f
	40	15752	329	38	-55
> 60
> 60
57210	576	4044	164	15776	328	48	-61
57310	577	4080	132	15908	327	49	-61
57409	578	4088	64	15784	323	48	-55
57508	579	4112	92	15792	329	47	-59
57608	580	4084	100	15812	324	43	-60
57708	581	4108	116	15800	323	33	-54
57807	582	4064	128	15748	339	50	-64
57907	583	3972	260	15900	334	30	-67
58006	584	4080	72	15800	332	44	-49
58105f
	585	4104	-44	15820	330	38	-47
> 70
> 70
58205	586	4036	136	15764	323	40	-59
58304	587	4148	132	15880	324	45	-42
58404	588	4084	96	15704	344	48	-44
58504	589	4056	164	15716	341	39	-18
58603	590	3960	40	15820	326	48	-21
58702	591	4052	128	15792	326	42	-38
58802	592	4032	60	15848	327	49	-26
f
58901	593	4008	28	15892	332	42	-70
> 80
> 80
59000	594	4060	52	15764	338	34	-54
59100	595	4056	108	15824	332	44	-24
59200	596	4132	84	15812	302	40	-59
59299	597	4024	112	15768	338	40	-52
59399	598	4004	128	15732	315	33	-56
59498	599	4092	-4	15744	321	48	-52
f
59597	600	4080	92	15776	321	41	-56
> 80
59696	601	4000	-8	15896	320	45	-57
59795	602	4128	16	15812	319	40	-54
59894	603	4072	60	15840	326	27	-60
59995	604	4052	80	15744	332	45	-56
60094	605	4064	72	15704	319	42	-59
60193	606	4140	120	15704	329	41	-65
60293	607	4048	-12	15720	327	38	-56
f
60392	608	3992	128	15872	317	41	-66
> 80
60490	609	4032	100	15832	345	40	-55
60591	610	4088	116	15772	331	48	-56
60690	611	3976	60	15720	330	25	-71
60789	612	4060	56	15860	320	53	-70
60889	613	4076	68	15788	320	44	-60
60988	614	4128	48	15820	324	44	-65
61087	615	4072	56	15760f
	320	44	-63
> 90
> 90
61187	616	4092	88	15836	326	41	-53
61286	617	4032	96	15692	333	46	-52
61386	618	4068	40	15772	332	33	-46
61486	619	4008	140	15776	322	41	-53
61585	620	4104	124	15700	321	38	-58
61684	621	4076	168	15740	329	41	-69
f
61784	622	4084	-24	15968	327	53	-56
61883	623	4044	72	15780	341	48	-53
> 90
61982	624	4036	216	15828	332	46	-56
62082	625	4108	0	15888	336	36	-58
62181	626	4116	52	15840	324	46	-57
62281	627	4068	164	15856	326	64	-64
62381	628	4080	60	15832	319	47	-57
62480	629	4100	140	15808	322	41	-62
f
62579	630	4072	116	15808	331	46	-66
> 100
> 100
62679	631	4092	68	15792	334	49	-64
62778	632	4064	112	15776	324	49	-49
62877	633	4052	112	15768	334	55	-41
62977	634	4084	60	15764	328	28	-45
63076	635	4096	116	15828	326	54	-61
63176	636	4120	64	15832	320	43	-54
63276	637	4088	104	15776	321	37	-61
63375	638	4092	12	15748	336	52	-58
63474	639	4112	76	15808	326	45	-53
63574	640	4072	5f
6	15824	327	48	-61
> 110
> 110
63673	641	4092	12	15788	326	55	-50
63772	642	4048	140	15816	319	44	-48
63872	643	4100	108	15904	327	28	-48
63972	644	4080	52	15796	323	44	-54
64071	645	4072	72	15804	324	47	-52
64171	646	4080	60	15732	325	51	-60
64270	647	4080	104	15664	336	34	-50
f
64369	648	4072	152	15876	332	29	-55
> 110
> 110
64467	649	4068	136	15712	323	36	-51
64567	650	4080	80	15740	333	48	-55
64666	651	4084	88	15772	321	40	-46
64766	652	4096	112	15696	330	49	-53
64866	653	4096	12	15892	323	33	-60
64965	654	4056	60	15904	331	38	-63
65064	655	4044	f
96	15832	333	60	-69
> 120
> 120
65164	656	4036	108	15904	324	63	-61
65263	657	4080	48	15892	327	36	-58
65362	658	4028	72	15760	327	39	-51
65462	659	4068	68	15852	333	38	-59
65561	660	4152	84	15816	329	45	-44
65661	661	4060	124	15748	327	59	-60
65761	662	4124	76	15852	324	38	-50
f
65860	663	4064	80	15772	326	61	-65
> 120
65958	664	4056	116	15748	335	60	-32
66058	665	4000	116	15660	333	46	-18
66157	666	4028	40	15704	337	39	-37
66256	667	4080	32	15776	327	49	-51
66356	668	4068	88	15836	334	49	-50
66456	669	4136	136	15840	335	35	-39
f
66555	670	4104	188	15736	334	41	-41
> 130
> 130
66655	671	4104	100	15780	331	61	-25
66754	672	4068	36	15800	346	35	33
66853	673	4044	76	15760	346	52	7
66953	674	4068	40	15676	340	39	-10
67052	675	4040	152	15808	337	57	-40
67151	676	4016	172	15712	332	44	-33
67251	677	4052	96	15740	323	49	-40
67351	678	4052	84	15752	335	37	-42
f
67450	679	4060	104	15868	333	29	-44
> 130
67550	680	4116	68	15776	335	45	-49
67649	681	4068	104	15820	331	53	-52
67748	682	4132	12	15808	332	65	-49
67848	683	4064	136	15792	330	47	-52
67947	684	4108	56	15808	334	32	-48
68046	685	4052	28	15764	329	39	-51
f
68147	686	4040	36	15820	324	36	-45
> 130
> 130
68246	687	4076	44	15868	341	33	-48
68345	688	4048	124	15756	326	38	-51
68445	689	4048	60	15820	318	51	-51
68544	690	4076	32	15700	331	38	-59
68643	691	4116	116	15872	322	38	-50
68743	692	4024	96	15876	324	55	-64
68842	693	4052	72	15864	330	53	-58
f
68941	694	4072	88	15788	330	42	-55
> 130
> 130
69041	695	4016	96	15900	334	45	-66
69140	696	4016	120	15864	331	39	-46
69239	697	4084	88	15804	322	60	-67
69339	698	4060	76	15916	315	51	-58
69438	699	4060	52	15852	324	49	-57
69537	700	4120	76	15748	329	46	-56
69637	701	4076	56	15880	323	30	-59
69736	702	4120	76	15732	327	40	-54
69835	703	4044	64	15756	334	37	-60
69936	704	4016	108	15808	320	43	-57
7f
0035	705	4040	100	15756	326	39	-59
> 140
> 140
70134	706	4036	108	15760	322	48	-49
70234	707	4056	88	15820	327	42	-46
70333	708	4108	120	15708	336	39	-41
70432	709	4088	48	15832	325	36	-41
70532	710	4096	8	15864	322	49	-58
70631	711	4012	44	15720	326	31	-51
70730	712	4052	160	15820	321	53	-59
70831	713	4136	140	15864	330	48	-62
70930	714	4124	100	15816	322	5f
7	-61
> 150
71032	715	4036	136	15816	329	35	-46
> 150
71129	716	4076	72	15908	332	53	-45
71228	717	4056	-4	15808	330	40	-29
71327	718	4056	64	15756	333	40	-33
71427	719	4112	104	15780	331	50	-31
71526	720	4056	48	15732	331	42	-45
71626	721	4072	116	15668	329	36	-55
71726	722	4116	60	15856	331	48	-53
71825	723	4048	108	15796	330	41	-58
f
71925	724	4112	136	15924	323	51	-54
> 160
> 160
72024	725	4084	112	15848	330	54	-63
72123	726	4072	84	15816	339	38	-34
72222	727	4040	84	15824	328	43	-24
72322	728	4044	112	15820	340	52	-12
72421	729	4052	100	15736	340	54	-23
72520	730	4056	32	15732	340	38	-21
72621	731	4068	144	15844	337	43	-21
72720	732	4076	104	15824	341	39	-5
f
72819	733	4092	92	15792	345	51	-11
> 170
> 170
72919	734	4012	112	15716	334	56	16
73018	735	4032	52	15844	361	35	116
73117	736	4072	-84	15876	363	23	-14
73217	737	4612	-432	17228	317	-185	-571
73316	738	4832	-212	15484	525	-324	-796
73416	739	4260	356	16432	1008	-98	180
73516	740	4768	1540	15376	1244	-228	1512
73615	741	4500	1220	15664	1673	-89	4085
73714	742	4752	1132	15528	1904	-8	5814
73814	743	4636	1272	15408	2105	178	7235
73913	744	4388	736	15676	2297	379	8571
74012	745	4152	-304	15588	2228	512	8891
74112	746	4092	-976	15844	2096	524	7958
